query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
hotpot_5a8f791c5542992414482ad9,What artistic endeavor do Fallujah and Dying Fetus have in common?,death metal band,death metal,0.8,SUCCESS,True,True,True
hotpot_5adfbca255429942ec259b2c,"When did the rock band that sang ""All Join Hands"" rise to prominence? ",early 1970s,1970s,0.667,SUCCESS,False,True,True
hotpot_5ae3305c55429928c423965f,In Person is a 1935 film starring an actress born in what year?,1911,1911,1.0,SUCCESS,True,True,False
hotpot_5ae357745542992f92d8229b,What company produced the 1978 movie based on a book written by a radio playwrig,Walt Disney Productions,walt disney productions,1.0,SUCCESS,True,True,True
hotpot_5ae1e22a5542997f29b3c160,"The role of ""Celene"" in the film ""Walk All over Me"" was played by an actress tha",Sarah Kerrigan,sarah kerrigan,1.0,SUCCESS,True,True,True
hotpot_5ab1f13e554299449642c81c,The documentary about the first direct challenge to teaching intelligent design ,aired on PBS stations,pbs,0.4,G2_reasoning_error,True,True,True
hotpot_5a862974554299211dda2a95,"Who is older, Jed Hoyer or John William Henry II?",John William Henry II,jed hoyer is older i don t know,0.0,G3_abstention,True,True,True
hotpot_5ab5cdb85542997d4ad1f1e0,"""Take Me"" is a song recorded by which American singer, actor, and producer who w",Frank Sinatra,frank sinatra,1.0,SUCCESS,True,True,True
hotpot_5a866b5b554299211dda2b23,Mick Chatterton's best season was in 1969 finishing 16th place for the year in t,motorsport world championship,250cc world championship,0.667,SUCCESS,True,True,True
hotpot_5a7b782455429927d897bfd7,"Staten Island Summer, starred what actress who was a cast member of ""Saturday Ni",Cecily Strong,ashley greene,0.0,G1_confabulation,True,True,True
hotpot_5abbf7d755429931dba145eb,ICI House is now named after the company that provides what type of item?,explosives,commercial explosives,0.667,SUCCESS,True,True,True
hotpot_5adeacf955429975fa854f66,What commentator and author questioned the validity of CORE's non-profit status?,Rachel Anne Maddow,experts,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8f18d555429918e830d189,What city is between Normanby le Wold and the A46 Junction between Lincoln and G,Caistor is a town,welton le wold,0.0,G1_confabulation,True,True,True
hotpot_5a8f812755429918e830d245,What was Robert M. Fomon's connection to the New York Stock Exchange located at ,a governor,governor,1.0,SUCCESS,True,True,True
hotpot_5abb07e95542992ccd8e7ec4,"""The Parasite"" is a kind of text that has how many words?","between 7,500 and 40,000",i don t know,0.0,G3_abstention,True,True,True
hotpot_5a78f1b555429970f5fffde9,"What year was the singer of ""Orange"" born?",1975,1986,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae0b9b155429924de1b7152,Are Mina Loy and Raymond Carver both British writers?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ab51ddf5542990594ba9d11,Do both Lancaster Cathedral and Peel Cathedral belong to the Catholic religion?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ac2ada255429967731025f9,"Was Rudolf Schwarzkogler closely associated with the Viennese Actionism group, w",yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a7331de5542994cef4bc4a8,If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaste,"On March 27, 1977, two Boeing 747 passenger jets, KLM Flight 4805 and Pan Am Flight 1736, collided on the runway at Los Rodeos Airport (now Tenerife North Airport)",tenerife airport disaster,0.129,G2_reasoning_error,True,True,True
hotpot_5ae34b275542992e3233c371,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,two awards,0.0,G1_confabulation,True,True,True
hotpot_5abe3dc65542993f32c2a0c4,"SWX Right Now airs on the station that broadcasts on what channel in Billings, M",8,11,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ab416a25542996a3a969f28,"Where was the Danish colony, in which the Scandinavian Collectors Club claims as",Caribbean,caribbean,1.0,SUCCESS,True,True,True
hotpot_5a8a7d2b55429930ff3c0dfc,Are the flowering plants Ecballium and Elatostema in the same family?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ab5cc4a554299637185c61b,"Which director is from the US, Wayne Wang or W. D. Richter?",W. D. Richter,wayne wang,0.0,G1_confabulation,True,True,True
hotpot_5a8f6a025542992414482ab8,The series in which Sharon Gless played Debbie Novotny was developed and written,Ron Cowen and Daniel Lipman,ron cowen and daniel lipman,1.0,SUCCESS,True,True,True
hotpot_5ae454355542996836b02c77,"How many albums have been released by the same band that released the ""Trance"" E",4 albums,5,0.0,G1_confabulation,False,True,True
hotpot_5ae81b895542997ec272770c,The maternal grandmother of Princess Marie Cécile of Prussia was born in which y,1876,1876,1.0,SUCCESS,True,True,False
hotpot_5a907d1855429933b8a2052a,"Who produced the film that featured the the song ""No Matter What"" on the US edit",Duncan Kenworthy,andrew lloyd webber jim steinman nigel wright,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae063085542993d6555eb37,Jennifer Ventimilia co-wrote the teleplay of the episode that was part of which ,sixth season,eighth season,0.5,SUCCESS,False,True,True
hotpot_5a8e16a5554299068b959e58,"Rowland Salley's best-known tune is ""Killing the Blues"", which has been most rec",Shooter Jennings,shooter jennings,1.0,SUCCESS,True,True,True
hotpot_5a7bbcd65542997c3ec97268,"who is older, Maria Sharapova or Chanda Rubin?","Chanda Rubin (born February 18, 1976)",chanda rubin,0.5,SUCCESS,True,True,True
hotpot_5a8baf4b5542996e8ac889c5,"Which magazine has more issues each month, In These Times or Multinational Monit",Multinational Monitor,in these times,0.0,G1_confabulation,True,True,True
hotpot_5ab295eb554299194fa93412,Were both Ernst Messerschmid and Reinhold Ewald ESA astronauts?,no,yes,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a7324e055429901807daf8f,"What rapper on the song ""Wij zijn Ajax"" plays for the Turkish club Beşiktaş?",Ryan Babel,ryan babel,1.0,SUCCESS,True,True,True
hotpot_5ac536485542996feb3fea2e,Edmundas Malūkas was the former mayor of the lake resort how far west of the cap,28 km,28 km,1.0,SUCCESS,True,True,True
hotpot_5a80274e5542992e7d278dfb,Follow the Yellow Brick Road Tour is taking place to commemorate the album that ,Château d'Hérouville,france,0.0,G1_confabulation,True,True,True
hotpot_5ae0616255429924de1b70ca,Are Steve Perry and Dennis Lyxzén both members of the same band ?,no,no,1.0,SUCCESS,True,True,True
hotpot_5a79c8fa5542994bb94570a1,What role did Veda Hlubinka-Cook have in the making of this 1997 video game that,technical director,designer,0.0,G1_confabulation,True,True,True
hotpot_5ab2c418554299545a2cfa67,Ckm wz. 25 Hotchkiss was a Polish derivative of what machine gun that became the,Mle 1914 Hotchkiss machine gun,hotchkiss m1914,0.286,G2_reasoning_error,True,True,True
hotpot_5a7cfb2755429907fabef084,What year did the director of The Quiet American die?,1993,joseph l mankiewicz,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8da0b85542994ba4e3dcd3,Were Guillermo Cabrera Infante and Guillaume Apollinaire of the same nationality,no,no,1.0,SUCCESS,True,True,False
hotpot_5ae4869755429970de88d99a,"In which year was this English singer, songwriter, musician, activist and a co-f",19408,1940,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ab6266555429953192ad277,Ashes in the Snow is a World War II drama based on a best-seller novel that was ,27 languages,39 countries,0.0,G1_confabulation,True,True,True
hotpot_5ae0b0af55429945ae959424,"From 2015 to 2016, Jill Marie Jones starred in a Starz horror-comedy series set ",Ivan Raimi,sam raimi,0.5,SUCCESS,True,True,True
hotpot_5aba65a055429939ce03dcd2,Georges-Henri Bousquet translated the work of a historian who is of what heritag,North African Arab,tunisian,0.0,G1_confabulation,True,True,True
hotpot_5a7b46e55542995eb53be8e5,"Spaceware Sky Division II is manufactured by this subsidiary, which is one of tw",Ordos City,ordos city,1.0,SUCCESS,True,True,True
hotpot_5a8555ea5542992a431d1b07,The movie that was the directorial debut of Jonathan Glazer included the musical,The Big Lebowski,big lebowski,1.0,SUCCESS,True,True,True
hotpot_5a825a9d55429940e5e1a870, Ruffin Horne McNeill Jr. an American football coach was named interim head coac,tenure,mike leach,0.0,G1_confabulation,False,True,True
hotpot_5abd1daa55429933744ab72e,Do Singapore Sling and Fish House Punch both contain alcohol?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a80fd17554299260e20a1f1,Was the 2007 documentary 'Zoo' more successful than the 1998 documentary 'Divine,yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5adc0644554299438c868d08,"The actress that played  Pearl Gallagher on the tv sitcom ""Diff'rent Strokes"" is",1999,1999,1.0,SUCCESS,True,True,False
hotpot_5adc294c5542996e685252cf,Which university's teams with a mascot called Stomper began competing in the Nor,Minnesota State Mavericks,minnesota state university mankato,0.571,SUCCESS,True,True,True
hotpot_5ab6d09255429954757d337d,The football manager who recruited David Beckham managed Manchester United durin,from 1986 to 2013,1986 to 2013,0.857,SUCCESS,True,True,False
hotpot_5ab56f7a554299637185c59a,"Not Richard, But Dick was an album by the band formed in what city?",Philadelphia,philadelphia,1.0,SUCCESS,True,True,True
hotpot_5ab9dd9a554299232ef4a231,"With the help of Adam Lambert, Josh Abraham has sold how many albums worldwide?",40 million,3 million,0.5,SUCCESS,True,True,True
hotpot_5a7e14a65542995ed0d16686,"What film was the screen debut of the musician nicknamed ""Lady Day""?",Symphony in Black,song of open road,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae23d945542996483e64939,What relation is Anakin Skywalker to Princess Leia?,Vader's daughter,daughter,0.5,SUCCESS,True,True,True
hotpot_5ac002705542996f0d89cb05,"In what administrative category are the cities of Beitun, Xinjiang and Wafangdia",county-level,county level city,0.8,SUCCESS,True,True,True
hotpot_5a7bc42e554299294a54aabe,What award was an actor born in 1955 that acted in the movie Ransom nominated fo,Academy Award,golden globe award,0.4,G2_reasoning_error,True,True,True
hotpot_5aba5c625542994dbf0198f2,Who founded Methodism along with the man who was also part of the revival moveme,George Whitefield,john wesley,0.0,G1_confabulation,True,True,True
hotpot_5a8f9b8c5542997ba9cb32e6,"Which band is from England, Fireflight or Dirty Pretty Things?",Dirty Pretty Things,dirty pretty things,1.0,SUCCESS,True,True,True
hotpot_5ab642845542995eadeeff8e,Are Broughtonia and Laeliocattleya both orchids?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5add4fd15542992200553a98,"In the Glee episode ""Bad Reputation,"" Sue Sylvester dances to this song, by a fo",Physical,olivia newton john,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a7b8749554299294a54a9db,"Which author has won more Pulitzer Prizes, Thomas Friedman or Henri Bergson?",Thomas Loren Friedman,thomas friedman,0.8,SUCCESS,True,True,True
hotpot_5abbbaca55429931dba144ca,"Honeymoon Academy starred Robert hays, which award did his co-star win?",Golden Globe for Best Supporting Actress,emmy award,0.0,G1_confabulation,False,True,True
hotpot_5a7354d55542994cef4bc55a,Which of the three main psychedelic compounds found in the Psilocybin genus mush,psilocin,psilocybin psilocin baeocystin,0.5,SUCCESS,True,True,True
hotpot_5ab82fe155429919ba4e225a,What is the name of one the Italian Navy's new warship?,"PPA, Pattugliatore Polivalente d'Altura",ppa,0.333,G2_reasoning_error,False,True,True
hotpot_5a79abef5542994bb9457035,The Church at Hoxne was dedicated to Edmund the Martyr who was the king of where,king of East Anglia,east anglia,0.667,SUCCESS,True,True,True
hotpot_5ab3e577554299233954ffe3, Jaroslav Seifert and John McGahern were both part of what shared profession? ,writer,writer,1.0,SUCCESS,True,True,True
hotpot_5a8bb29b554299240d9c2089,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,george raft,1.0,SUCCESS,True,True,True
hotpot_5ab42a2b5542996a3a969f5a,What is the name of the historic figure whom participated in surveying the borde,Benjamin Banneker,benjamin banneker,1.0,SUCCESS,True,True,True
hotpot_5a8e41735542995085b37406,"What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?",Shawnee,shawnee,1.0,SUCCESS,True,True,True
hotpot_5ab92f52554299131ca422a9,"Of what ethnicity is the founder of the Orchestra which debuted on January 1, 19",Dutch,dutch,1.0,SUCCESS,True,True,True
hotpot_5a84c0885542994c784dda28,"In which year was the American politician, that both represented New York in the",1994,1994,1.0,SUCCESS,True,True,False
hotpot_5ae0818e55429924de1b70e9,Gleanntáin Ghlas' Ghaoth Dobhair is a song that can be heard in pubs licensed to,alcoholic drinks,irish pubs,0.0,G1_confabulation,True,True,True
hotpot_5a7574e25542996c70cfaf01,Who was born first Mahbub ul Haq or Ibn Arabi?,ibnʿArabī,ibn arabi,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ade79335542997c77adee38,"The Ran Paul presidential campaign, 2016 event was held at a hotel on what river",Ohio River,ohio river,1.0,SUCCESS,True,True,True
hotpot_5a7f48e15542992e7d278ce6,Brad Elterman is a professional photographer who addressed the rock 'n' roll lif,its eclectic mix of musical styles,rock and roll,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a87954f5542996e4f308856,"Which genus has more species, Bactris and Epigaea?",Bactris,bactris,1.0,SUCCESS,True,True,True
hotpot_5adf82945542993344016ca4,What profession did Alan Crosland and Kurt Voss both hold?,film director,film director,1.0,SUCCESS,True,True,True
hotpot_5abb17e75542996cc5e49fa2,What city is the the Iranian Airlines involved in the 1993 Tehran mid-air collis,"Tehran, Iran",tehran,0.667,SUCCESS,True,True,True
hotpot_5ab8ffc655429934fafe6e30,Postal 2 has scenes that are used in a song that was released in what year?,June 2003,1995,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a7758895542994aec3b729c," Which American rock band, Sugar Ray or Against the Current gained mainstream fa",rock,sugar ray,0.0,G1_confabulation,True,True,True
hotpot_5a7949d45542994bb9456fdd,"What is the Latin name for one of the five ""big cats"" that the word ""Panther"" ma",Panthera pardus,panthera pardus,1.0,SUCCESS,True,True,True
hotpot_5aba71b155429955dce3ee2a,"Pirates Plunge, at the Grace O'Malley-inspired Pirates Adventure Park in Westpor",first flume ride in Ireland,first flume ride in ireland,1.0,SUCCESS,True,True,True
hotpot_5a80c01855429938b61421b8,Who was the head coach of the Georgia Tech football team that finished the regul,Bill Lewis,i don t know evidence does not provide team with exact same record as 1981,0.0,G3_abstention,True,True,True
hotpot_5ab82bbb5542990e739ec84c,Which genus has more species Babiana or Ceratophyllum ?,Babiana,babiana,1.0,SUCCESS,True,True,True
hotpot_5ae0db8955429924de1b71a1,Pyne & Marles is co-hosted by Richard Marles and an Australian politician who ha,1993,1993,1.0,SUCCESS,True,True,False
hotpot_5ab6fcf55542991d32223718,Which movie produced by Esta Malka Charkham was the first to star a woman as the,Supergirl,supergirl,1.0,SUCCESS,True,True,True
hotpot_5a7c78c955429935c91b51d2,What was the population in 2016 of the city that Norman Foote is originally from,"631,486",i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8de4595542995085b37348,What is the prefix given to the end of the name to avoid confusion for the winne,II,donna summer,0.0,S3_bridge_incomplete,False,False,False
hotpot_5a7698c2554299373536010d,What is the total circulation of the magazine that called Ohio State Route 78 on,Car and Driver,1 23 million,0.0,G1_confabulation,True,True,True
hotpot_5ab463da5542990594ba9c0d,What comic book does Hershel Greene and Carl Grimes appear in as characters?,"""The Walking Dead""",walking dead,1.0,SUCCESS,True,True,True
hotpot_5ab47e0a5542990594ba9c32,Who is the current governor of the state where former wrestler Stephen Cepello p,Mark Dayton,mark dayton,1.0,SUCCESS,True,True,True
hotpot_5ae6453e55429908198fa56c,Which MTV show was hosted by a member of the Likwit Crew?,Pimp My Ride,pimp my ride,1.0,SUCCESS,True,True,True
hotpot_5a8b59a65542995d1e6f137c,Are Stephen Frears and Jan Švankmajer from the same country?,no,no,1.0,SUCCESS,True,True,False
hotpot_5abbdd565542993f40c73bfb,What is the airport code for the Vilnius Airport that ceased operations in 2015?,"IATA: VNO, ICAO: EYVI",vno,0.4,G2_reasoning_error,True,True,True
hotpot_5ab41b8c5542996a3a969f40,What two ideals are the foundation of Neo-libertarianism?,democracy and personal freedom,freedom voluntary association,0.286,S2_selection_chunk_miss,False,True,False
hotpot_5a90bd7b55429916514e7547,"Which has more species, Aichryson or Polypodium?",Polypodium,polypodium,1.0,SUCCESS,True,True,True
hotpot_5a8d427f5542994ba4e3dc41,Erik Wickberg was the general of an army linked to which religious sect ?,Protestant Christian,salvation army,0.0,G1_confabulation,True,True,True
hotpot_5a74655b55429974ef308bf0,Which film industry would have films in which Ilya Khrzhanovsky would be the dir,The cinema of Russia,russian,0.0,G1_confabulation,True,True,True
hotpot_5ab2e84855429929539468a6,What state was the dissenter in Kessler v. Treat from?,Kentucky,west virginia,0.0,G1_confabulation,False,True,True
hotpot_5a7cb9b95542990527d55515,"What is the year of the event that occured first, Making Today a Perfect Day was",2013,2013,1.0,SUCCESS,True,True,False
hotpot_5a8315c055429966c78a6b2d,"Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston ",Michael Bruce Fiers,chris carter,0.0,G1_confabulation,True,True,True
hotpot_5aba926f55429901930fa83e,Which Formula One World Champion had a teammate named Richie Ginther?,Graham Hill,graham hill,1.0,SUCCESS,True,True,True
hotpot_5a8fd9ac5542990a98493570,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure ",One Magic Christmas,one magic christmas,1.0,SUCCESS,True,True,True
hotpot_5ac1a3fa5542991316484b7d,Although a dependent territory remains politically outside of the controlling st,the flags,conservation units,0.0,G1_confabulation,True,True,True
hotpot_5a8cf064554299585d9e3775,What type of games are both Sector 41 and Enchanted Forest?,board,board games,0.667,SUCCESS,True,True,True
hotpot_5abec8e45542997ec76fd364,Which conflict was this person whose assassination led to Mark Fulton taking ove,the Troubles,troubles,1.0,SUCCESS,True,True,True
hotpot_5a79186f55429907847277af,Where is stadium that was named after Rodney Cline Carew?,Panama City,estadio nacional de panamá,0.0,G1_confabulation,True,True,True
hotpot_5ae5e62455429929b0807a07,Giovanna d'Arco is an opera that was created by the composer of what nationality,Italian,italian,1.0,SUCCESS,True,True,True
hotpot_5a7100435542994082a3e4a3, Are Finding Kraftland and Shikashika both frozen drinks?,Shikashika is a shaved ice drink,no,0.0,G1_confabulation,True,True,True
hotpot_5a85e24a5542994775f6067f,Are Hoodoo Gurus and Pierre Bouvier of the same nationality?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ac07a17554299294b219000,Both José Aponte de la Torre Airport and Boulder City Municipal Airport are clas,public use airport,general aviation,0.0,G1_confabulation,True,True,True
hotpot_5add44c25542997545bbbd0a,A Therapy was written and directed by what French-Polish film director who was b,Rajmund Roman Thierry Polański,roman polanski,0.333,G2_reasoning_error,True,True,True
hotpot_5ac43e0f554299076e296d8e,What country are both Dafeng District and Jixi in?,China,china,1.0,SUCCESS,True,True,True
hotpot_5a72a9145542994cef4bc3c1,Which player signed to Bayern Munich before the 2012-2013 season was known mostl,Dante,dante,1.0,SUCCESS,True,True,True
hotpot_5a877fa45542993e715abf84,What actor born in 1951 starred in Aaj Ka Robin Hood?,Nana Patekar,i don t know,0.0,G3_abstention,False,True,True
hotpot_5abc3d505542993a06baf8a7,"Which is founded by a president, University of Washington or University of Virgi",University of Virginia,university of virginia,1.0,SUCCESS,True,True,True
hotpot_5ae48c4e55429913cc204498,"What Mexican actress of film, television, and theatre was a protagonist in La He",Silvia Navarro,adriana fonseca,0.0,G1_confabulation,False,True,True
hotpot_5ab5d27a554299494045f073,What is the Landsman Kill near New York State Route 308?,a body of water,landsman kill,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a78a84d554299148911f8fd,"Which team was older when it had it's worst season, The Cleveland Browns or the ",Detroit Lions,cleveland browns,0.0,G1_confabulation,True,True,True
hotpot_5a7c9d2e55429935c91b5261,"What legend that lends its name to a modern medical term, inspired the plot of t",Wendigo,windigo,0.0,G1_confabulation,True,True,True
hotpot_5ae1091055429920d523429b,The seventh largest inhabited island in Hawaii has what remote wild beach?,Polihale State Park,i don t know,0.0,G3_abstention,True,True,True
hotpot_5ac027005542996f0d89cb3d,"Which actress, who debuted in Friday Night Lights also starred in The River Why?",Amber Laura Heard,amber heard,0.8,SUCCESS,True,True,True
hotpot_5a8463945542992ef85e23d9,The Dying Swan is a famous solo associated with Anna Pavlova. Whose music is it ,Camille Saint-Saëns,camille saint saëns,1.0,SUCCESS,True,True,True
hotpot_5ae1fb7a554299234fd04383,What is the home town of a woman who guest-starred on Thug Mentality 1999?,Memphis,stoneham massachusetts,0.0,G1_confabulation,True,True,True
hotpot_5a8e40f65542995a26add498,This cabin built in 1925 is located in a park encompasses over 1 million acre an,mountain ranges,states,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5adc2e3d554299438c868d6b,Jesús Dautt is a Mexican professional footballer who is on loan from a club foun,28 June 1945,28 june 1945,1.0,SUCCESS,True,True,True
hotpot_5ae113de55429901ffe4ad51,Berthold Louis Ullman died in a country that is approximately how many acres?,110,110 acres,0.667,SUCCESS,True,True,False
hotpot_5ae4be5455429960a22e019c,"Which is a shrub, Mimosa or Cryptocoryne?",Mimosa,mimosa,1.0,SUCCESS,True,True,True
hotpot_5a80b322554299485f5986c8,"The twenty-first season of South Park was entitled ""White People Renovating Hous",278th episode,278,0.0,G1_confabulation,True,True,True
hotpot_5ae6f2a7554299572ea5464a,"Which character does this protagonist, who secretly loves and marries a member o",Tybalt,romeo,0.0,G1_confabulation,True,True,True
hotpot_5abd049d5542992ac4f381a8,How many film were there in the series of comedy films for which Peter Rogers is,31,31,1.0,SUCCESS,True,True,False
hotpot_5a8f799d55429918e830d22d,"Which genus has the most number of species, Myrsine or Styrax?",Myrsine,myrsine,1.0,SUCCESS,True,True,True
hotpot_5a75d00a5542992db94736d1,"Which state in Southern Africa, whose capital is located in Salisbury, hosted th",Rhodesia,zimbabwe,0.0,G1_confabulation,True,True,True
hotpot_5ab90db455429916710eb0f2,"Alex Jesaulenko, former Australian rules footballer and coach won the award The ",2001,1970,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a7e23655542997cc2c47528,WBYA is a radio station licensed to a town with what population as of the 2010 c,566,i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8d18fb5542994ba4e3dbf2,What position did the 2004 World Series of Poker gold bracelet holder have in th,Commissioner,i don t know,0.0,G3_abstention,True,True,True
hotpot_5a7797175542992a6e59df10,Where were the presenters of the 2016 Brit Awards from?,"Newcastle upon Tyne, England",ant dec,0.0,G1_confabulation,True,True,True
hotpot_5a82a1ae55429954d2e2eb89,"Between Aspidistra and Cyrtanthus, which genus of plant belongs to the Subfamily",Cyrtanthus,cyrtanthus,1.0,SUCCESS,True,True,True
hotpot_5a8b77705542995d1e6f13aa,What American broadcasting company broadcasted the comedy show hosted by Emma Wi,Sirius XM Holdings,sirius xm,0.8,SUCCESS,False,True,False
hotpot_5abfde655542997719eab6f2,Does the band God Lives Underwater or the band The Dear Hunter come from a large,God Lives Underwater,rhode island is larger,0.0,G1_confabulation,True,True,True
hotpot_5a76e88555429972597f13f4,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,The Soloist,i don t know,0.0,G3_abstention,False,True,True
hotpot_5a89bb0b5542992e4fca83a0,Who created the series broadcast on the WB that Leigh-Allyn Baker had a recurrin,Constance M. Burge,constance m burge,1.0,SUCCESS,True,True,True
hotpot_5abc081e5542993f40c73c54,Are Wake Forest University and Pennsylvania State University both located in the,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a758aff5542992d0ec05fb2,When was the head coach representing the Eastern Conference during the 2000 NBA ,"January 19, 1962",january 19 1962,1.0,SUCCESS,True,True,True
hotpot_5a7a3d435542996a35c17154,The Swallow Bluff Island Mounds is a Mississippian culture archaeological site t,the Cherokee River,tennessee river,0.5,SUCCESS,False,True,False
hotpot_5adf8f675542995534e8c7eb,John Valliant’s work has appeared in which outdoor-focused magazine whose first ,Outside,outside,1.0,SUCCESS,True,True,True
hotpot_5a711bb55542994082a3e597,"Steven Covey, the father of Sean Covey, wrote what similar sounding title to The",The 7 Habits of Highly Effective People,7 habits of highly effective families,0.833,SUCCESS,True,True,True
hotpot_5a8f55aa554299458435d5bc,Who created the term that the author of A Piece of Danish Happiness uses to expl,Aksel Sandemose,aksel sandemose,1.0,SUCCESS,True,True,True
hotpot_5ae73c00554299572ea5478a,"The Runge-Kutta methods were developed by M.W. Kutta and a German mathematician,",1856,1867,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5abef8fd5542990832d3a111,The evil clown is a subversion of the traditional comic clown character with the,seven,seven,1.0,SUCCESS,True,True,True
hotpot_5adfecd755429942ec259b90,What year was the magazine that Stanley Bing spent a decade at founded in?,1933,1933,1.0,SUCCESS,True,True,False
hotpot_5ae5691055429960a22e02f3,Boggle is a word game originally distributed by a toy and game manufacturer that,"1,800",1 800,1.0,SUCCESS,True,True,False
hotpot_5ae70c7b5542991bbc9761aa,Bridgewater Trustees major source of income came from a canal that was commissio,Francis Egerton,francis egerton 3rd duke of bridgewater,0.5,SUCCESS,True,True,True
hotpot_5ab27389554299722f9b4d2f,What is the name of the black belt in Brizilian Jiu Jitsu who trains extensively,Peter 'Drago' Sell,pete sell,0.4,G2_reasoning_error,False,True,True
hotpot_5ae552bb55429908b63265d9,An American football quarterback for the Chicago Bears was a star of a game rele,"July 14, 2009",december 1995,0.0,G1_confabulation,False,True,True
hotpot_5a71148b5542994082a3e567,What was the population of the city where Penobscot Marine Museum is located?,"The population was 2,615",2 615,0.667,SUCCESS,True,True,True
hotpot_5a7d61645542997cc2c47455,Priest Rapids Dam is located near which nuclear production complex?,Hanford Site,hanford nuclear reservation,0.4,G2_reasoning_error,True,True,True
hotpot_5a7766b15542993569682d7e,"What was the location of the execution of Roger David Casement, the Irish Nation",Casement's Fort,london,0.0,G1_confabulation,True,True,True
hotpot_5a7d3f895542995f4f402248,Pandora- The World of Avatar includes a ride that allows guest to take flight on,mountain Banshee,banshee,0.667,SUCCESS,True,True,True
hotpot_5a756dd65542996c70cfaef9,"Which documentary was produced first, The Saimaa Gesture or Eclipse of Reason?",The Saimaa Gesture,saimaa gesture,1.0,SUCCESS,True,True,True
hotpot_5addf6135542990dbb2f7f23,"Which identifier: transwomen, cis women,or genderqueer, is a combination of masc",Genderqueer,genderqueer,1.0,SUCCESS,False,True,True
hotpot_5a7d07a455429907fabef0ae,József Viola's association was most prominent with which professional Italian fo,Juventus Football Club,juventus,0.5,SUCCESS,True,True,True
hotpot_5ae3e0535542992e3233c496,The 1948 Commonwealth Prime Ministers' Conference was hosted by the Prime Minist,Labour,labour party,0.667,SUCCESS,True,True,True
hotpot_5a74d9c555429929fddd84fb,What is the surname of the Italian composer of the works for which the baritone ,Verdi,verdi,1.0,SUCCESS,True,True,True
hotpot_5a7b9f1f554299294a54aa2a,"Which director was born more recently, Tony Kaye or Marc Webb?",Marc Preston Webb,marc webb,0.8,SUCCESS,True,True,True
hotpot_5ab8372255429919ba4e226b,"What band wrote the song ""Blue Letter"" and was inducted into the Rock and Roll H",Fleetwood Mac,fleetwood mac,1.0,SUCCESS,True,True,True
hotpot_5a7217f255429971e9dc9260,Which Member of Parliament for Macclesfield was married to Jane Ann Winterton?,Sir Nicholas Raymond Winterton,sir nicholas winterton,0.857,SUCCESS,True,True,True
hotpot_5ab2b7c1554299166977406a,What was the name of the lawyer who took the main role in the report that helped,John M. Dowd,john m dowd,1.0,SUCCESS,True,True,True
hotpot_5a8bc0485542995d1e6f143d,What continents are the Moneuptychia found in?,the Americas,south america,0.0,G1_confabulation,False,True,True
hotpot_5ab27f7b554299722f9b4d4f,"Who was the head promotor of the singer of ""For The Good Times""?",Rikki Farr's,i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a752fb75542993748c897df,What pop band features an Argentine actress that appeared in the television seri,Erreway,errewa,0.0,G1_confabulation,False,True,True
hotpot_5ae5e1985542996de7b71a54,Cardinal Pole Roman Catholic School was named after the last Roman Catholic to h,Archbishop of Canterbury,archbishop of canterbury,1.0,SUCCESS,True,True,True
