query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
2wiki_42dac74c089311ebbd74ac1f6bf848b6,"Which film has the director who is older, The Bitter Tears Of Petra Von Kant or ",The Beloved Of His Highness,rainer werner fassbinder,0.0,G1_confabulation,False,True,True
2wiki_4d39ed4e089311ebbd74ac1f6bf848b6,"Which film has the director died later, Flat Number Three or Alla Mia Cara Mamma",Alla Mia Cara Mamma Nel Giorno Del Suo Compleanno,alla mia cara mamma nel giorno del suo compleanno,1.0,SUCCESS,False,True,True
2wiki_75af4f140bde11eba7f7acde48001122,"What nationality is Henry Clifford, 2Nd Earl Of Cumberland's wife?",England,english,0.0,G1_confabulation,False,True,True
2wiki_a4f96ce80bdc11eba7f7acde48001122,"When did William I, Duke Of Brunswick-Lüneburg's father die?",15 August 1279,1279,0.5,SUCCESS,True,True,True
2wiki_61ca889708e211ebbda3ac1f6bf848b6,"Which film whose director is younger, Told In The Hills or Goodnight, Sweet Mari","Goodnight, Sweet Marilyn",brett haley,0.0,G1_confabulation,False,True,True
2wiki_690bb94f086111ebbd5dac1f6bf848b6,"Which film has the director died earlier, Kadamba (1983 Film) or Mickey'S Tent S",Mickey'S Tent Show,i don t know,0.0,G3_abstention,False,True,True
2wiki_6955589e0bde11eba7f7acde48001122,Where does the director of film Laughter And Tears (1921 Film) work at?,Hollandia,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_916a1f4a0bd911eba7f7acde48001122,What nationality is the director of film Astronauts Gone Wild?,American,australian,0.0,G1_confabulation,False,True,True
2wiki_de7e12d3089111ebbd73ac1f6bf848b6,"Which film whose director was born first, Kalicharan or Tough Guys Of The Prairi",Tough Guys Of The Prairie,i don t know,0.0,G3_abstention,False,True,True
2wiki_623bee3e0bb011ebab90acde48001122,Who is the paternal grandfather of Conrad Ii Of Italy?,Henry III,i don t know,0.0,G3_abstention,True,True,True
2wiki_36ab43c108b111ebbd85ac1f6bf848b6,"Do both films, Fanboys (Film) and Lani Loa – The Passage, have the directors who",yes,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_397b2ab60bdb11eba7f7acde48001122,"Where was the director of film Eros, O Deus Do Amor born?",São Paulo,walter hugo khouri,0.0,G1_confabulation,False,True,True
2wiki_4e8195fa095b11ebbdaeac1f6bf848b6,"Which film was released more recently, The First Seven Years or Cinesound Variet",Cinesound Varieties,cinesound varieties,1.0,SUCCESS,True,True,True
2wiki_35f871d00bdd11eba7f7acde48001122,Where was the performer of song Silencio (David Bisbal Song) born?,Almería,almería spain,0.667,SUCCESS,True,True,False
2wiki_025e0636088c11ebbd6fac1f6bf848b6,"Who was born first, Jeremy Filsell or Sofjan Wanandi?",Sofjan Wanandi,sofjan wanandi,1.0,SUCCESS,True,True,True
2wiki_342a8f3d085411ebbd59ac1f6bf848b6,"Which film was released first, Gulf Stream Under The Iceberg or Into The Blue 2:",Into The Blue 2: The Reef,gulf stream under iceberg,0.0,G1_confabulation,True,True,True
2wiki_6f0bdd140bdc11eba7f7acde48001122,What is the place of birth of the composer of song If It'S Lovin' That You Want?,Baltimore,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_df212d0e0bda11eba7f7acde48001122,Where did Walter Ii Of Avesnes's father die?,Arsuf,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_919cf1ac0bdb11eba7f7acde48001122,What is the date of birth of the director of film The Girl On The Boat (Film)?,"September 13, 1926",i don t know,0.0,G3_abstention,False,True,True
2wiki_90efd13609bd11ebbdb0ac1f6bf848b6,"Which high school was opened first, Shonan Institute Of Technology High School o",Shonan Institute Of Technology High School,amaya school of home industries,0.364,G2_reasoning_error,True,True,True
2wiki_2ef9a6e3088b11ebbd6fac1f6bf848b6,"Which film has the director born first, Bordello Of Blood or The Cat In The Bag?",The Cat In The Bag,elliot silverstein,0.0,G1_confabulation,False,True,True
2wiki_381f9d94086811ebbd5eac1f6bf848b6,"Who is younger, Alfred Staines or George Sidney?",George Sidney,alfred staines,0.0,G1_confabulation,True,True,True
2wiki_299660ba0baf11ebab90acde48001122,Who is the paternal grandfather of John Of Hesse-Braubach?,"George I, Landgrave of Hesse-Darmstadt",louis v landgrave of hesse darmstadt,0.667,SUCCESS,False,True,True
2wiki_ee5ce46a087a11ebbd67ac1f6bf848b6,"Which film has the director born later, Mr. Washington Goes To Town or Rübezahl'",Mr. Washington Goes To Town,jed buell,0.0,G1_confabulation,False,True,True
2wiki_364458b20baf11ebab90acde48001122,Who is Prince Hermann Friedrich Of Leiningen's paternal grandmother?,Grand Duchess Maria Kirillovna of Russia,grand duchess maria kirillovna romanova of russia,0.923,SUCCESS,True,True,True
2wiki_7edd92340bda11eba7f7acde48001122,Where was the director of film Carolina Blues born?,New York,i don t know,0.0,G3_abstention,False,True,True
2wiki_3b0b8f75086611ebbd5eac1f6bf848b6,"Which film has the director who is older, Abbott And Costello In The Foreign Leg",Abbott And Costello In The Foreign Legion,i don t know,0.0,G3_abstention,False,True,True
2wiki_b4b59c3d085e11ebbd5cac1f6bf848b6,"Who was born first out of Amable Éno, Dit Deschamps and Wayne Sykes?","Amable Éno, Dit Deschamps",amable éno dit deschamps,1.0,SUCCESS,True,True,True
2wiki_a9f7b5780bdd11eba7f7acde48001122,Where does the director of film Crime And Punishment U.S.A. work at?,San Diego State University,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_75fdd6e808d211ebbd96ac1f6bf848b6,"Which film was released earlier, Augustin, King Of Kung-Fu or Robot & Frank?","Augustin, King Of Kung-Fu",augustin king of kung fu,1.0,SUCCESS,True,True,True
2wiki_c39d8e5a0bdb11eba7f7acde48001122,What is the place of birth of the performer of song Slow Down (Lacy J. Dalton So,Bloomsburg,bloomsburg pennsylvania,0.667,SUCCESS,True,True,True
2wiki_ab3cb7e208e711ebbda6ac1f6bf848b6,"Who is younger, Agostino Mitelli or Draymond Washington?",Draymond Washington,draymond washington,1.0,SUCCESS,True,True,True
2wiki_7127676c0bdc11eba7f7acde48001122,Where was the place of death of the performer of song You'Re So Beautiful?,Naples,naples florida,0.667,SUCCESS,True,True,True
2wiki_a4d797a40bdb11eba7f7acde48001122,Where was the father of John I Of Trebizond born?,Constantinople,i don t know,0.0,G3_abstention,True,True,True
2wiki_7c1fb98e0bdd11eba7f7acde48001122,Where was the husband of Monica (Singer) born?,"Maywood, Illinois",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_59c334ce090811ebbdadac1f6bf848b6,"Which film was released more recently, Fatal Lady or Every Blessed Day?",Every Blessed Day,every blessed day,1.0,SUCCESS,True,True,True
2wiki_14992e0a0bdb11eba7f7acde48001122,When was Hector Macpherson Jr.'s father born?,"April 22, 1875",april 22 1875,1.0,SUCCESS,True,True,True
2wiki_7cb4d7ce08f111ebbda8ac1f6bf848b6,"Who was born later, Marie Rennotte or Samuel Danks Waddy?",Marie Rennotte,samuel danks waddy,0.0,G1_confabulation,True,True,True
2wiki_506809580bde11eba7f7acde48001122,Where was the place of death of Nana Saheb's father?,Bithoor,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_d20c8a3e0bdd11eba7f7acde48001122,What nationality is the director of film Öndög?,Chinese,chinese,1.0,SUCCESS,False,True,False
2wiki_ad95061a0bdb11eba7f7acde48001122,When did Emperor Houshao Of Han's father die?,26 September 188,188 bc,0.4,G2_reasoning_error,True,True,True
2wiki_7ae641b80bd911eba7f7acde48001122,Where did the director of film Gunde Jhallumandi graduate from?,Sri Venkateswara University,annie besant theosophical college madanapalli,0.0,G1_confabulation,True,True,True
2wiki_2dba81d80bde11eba7f7acde48001122,What is the cause of death of Eleanor De Clare's husband?,"hanged, drawn and quartered",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_23d5d8740bda11eba7f7acde48001122,Where did the director of film The House Across The Street die?,Newport Beach,hollywood california,0.0,G1_confabulation,True,True,True
2wiki_d545acd20bdb11eba7f7acde48001122,Where was the place of burial of the director of film Society Girl (1932 Film)?,Westwood Village Memorial Park Cemetery,forest lawn memorial park cemetery,0.6,SUCCESS,True,True,True
2wiki_958dc314091911ebbdaeac1f6bf848b6,"Are both movies, The Revenge Of Maciste and Il Sindacalista, from the same count",yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_dc5e6f8a0bdc11eba7f7acde48001122,Where was the place of burial of Adolphe-Philippe Caron's father?,Cimetière Notre-Dame-de-Belmont,sainte anne de beaupré,0.222,G2_reasoning_error,True,True,True
2wiki_6344d3e6089911ebbd77ac1f6bf848b6,"Which film has the director who is older, The Love Charm or The Constant Woman?",The Love Charm,victor schertzinger,0.0,G1_confabulation,False,True,True
2wiki_30885e540bb011ebab90acde48001122,Who is Prince Franz De Paula Of Liechtenstein's paternal grandfather?,Franz Joseph I,johann i joseph prince of liechtenstein,0.444,G2_reasoning_error,True,True,True
2wiki_955ddc6a0bdc11eba7f7acde48001122,Where was the director of film The Unknown Cavalier born?,"Oklahoma City, Oklahoma",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_bf39cea20bd911eba7f7acde48001122,Which country the director of film E A Vida Continua... is from?,Angolan,brazil,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f1aecdec085f11ebbd5dac1f6bf848b6,"Which film whose director was born first, Star Of Texas or Tarantula!?",Star Of Texas,thomas carr,0.0,G1_confabulation,False,True,True
2wiki_ba68804e08fa11ebbdacac1f6bf848b6,"Which film was released earlier, Personal Velocity: Three Portraits or Ami Aar A",Personal Velocity: Three Portraits,personal velocity three portraits,1.0,SUCCESS,True,True,True
2wiki_352f25b60bdb11eba7f7acde48001122,Where was the director of film The Fake Emir born?,Düsseldorf,milan,0.0,S2_selection_chunk_miss,False,True,False
2wiki_344e4d34091f11ebbdaeac1f6bf848b6,"Which film came out first, Ndoto Za Elibidi or Madonna: Truth Or Dare?",Madonna: Truth Or Dare,ndoto za elibidi,0.0,G1_confabulation,True,True,True
2wiki_922ffff40bb011ebab90acde48001122,"Who is Philip, Prince Of Anhalt-Köthen's paternal grandfather?","Albert IV, Prince of Anhalt-Köthen",albert iv prince of anhalt köthen,1.0,SUCCESS,True,True,True
2wiki_f41fd752086811ebbd5eac1f6bf848b6,"Which film has the director born earlier, Amityville 3-D or The Soul'S Cycle?",The Soul'S Cycle,ulysses davis,0.0,G1_confabulation,False,True,True
2wiki_96b7c1a60bdd11eba7f7acde48001122,"Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?",Palencia,palencia,1.0,SUCCESS,True,True,True
2wiki_7ae18dc708be11ebbd8aac1f6bf848b6,"Which film was released more recently, Katputtli or The Goodtimeskid?",Katputtli,goodtimeskid,0.0,G1_confabulation,True,True,True
2wiki_11854514087511ebbd67ac1f6bf848b6,"Which film has the director born later, Je Fais Le Mort or Red Roses, Red Lips, ",Je Fais Le Mort,je fais le mort,1.0,SUCCESS,False,True,True
2wiki_b50759c3087811ebbd67ac1f6bf848b6,"Which film has the director who died first, Wild Horse Rodeo or The Desert Islan",The Desert Island,i don t know,0.0,G3_abstention,False,True,True
2wiki_17752f8f088911ebbd6eac1f6bf848b6,Are Margaret Hodge and Frederick E. Morgan both from the same country?,yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_e22b34b2089d11ebbd78ac1f6bf848b6,"Which film has the director born earlier, Only God Forgives or Doublecrossed?",Doublecrossed,roger young,0.0,G1_confabulation,False,True,True
2wiki_84c5154a0bdb11eba7f7acde48001122,What nationality is the performer of song Mimi (Song)?,French,italian,0.0,G1_confabulation,False,True,True
2wiki_d919dd1008a211ebbd7bac1f6bf848b6,"Which film has the director who is older, Her Country'S Call or Pyaar Kiya To Da",Her Country'S Call,her country s call,1.0,SUCCESS,False,True,True
2wiki_df8d8dbe0bda11eba7f7acde48001122,Who is the child of the performer of song Forever Everyday?,Aubrie Sellers,i don t know,0.0,G3_abstention,True,True,True
2wiki_81502a9c08c211ebbd8cac1f6bf848b6,Are Robin Lynn Macy and Kawaipuna Prejean of the same nationality?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_b05e11340bdb11eba7f7acde48001122,When did Anastasia De Torby's mother die?,14 September 1927,i don t know,0.0,G3_abstention,True,True,True
2wiki_2dbba7ac0bde11eba7f7acde48001122,Which country the director of film Dirty God is from?,Dutch,israel,0.0,S2_selection_chunk_miss,False,True,False
2wiki_bc1d1d10095011ebbdaeac1f6bf848b6,"Which film was released earlier, What I Have Written or È Arrivato Mio Fratello?",È Arrivato Mio Fratello,è arrivato mio fratello,1.0,SUCCESS,True,True,True
2wiki_b4847018084e11ebbd56ac1f6bf848b6,"Which film has the director who was born first, Up Your Legs Forever or Geppo Il",Geppo Il Folle,carmine gallone,0.0,G1_confabulation,False,True,True
2wiki_bc53fe63089e11ebbd78ac1f6bf848b6,"Which film whose director is younger, Cruiser Emden or Let'S Make The Impossible",Let'S Make The Impossible!,rafael gil,0.0,G1_confabulation,False,True,True
2wiki_c3c94d0a0bdc11eba7f7acde48001122,Who is the child of the director of film La Leona (Film)?,Víctor Bó,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_655027de0bb011ebab90acde48001122,Who is the paternal grandfather of Hamad Bin Isa Al Khalifa?,Salman bin Hamad Al Khalifa,isa bin salman al khalifa,0.8,SUCCESS,True,True,True
2wiki_450019aa08b111ebbd85ac1f6bf848b6,"Which film has the director born later, Under The Lantern or Darling Of The Gods",Under The Lantern,dario argento,0.0,G1_confabulation,False,True,True
2wiki_96a5652f085611ebbd59ac1f6bf848b6,"Who died first, Mikiel Anton Vassalli or William Henry Carr?",Mikiel Anton Vassalli,mikiel anton vassalli,1.0,SUCCESS,True,True,True
2wiki_2ea4c392089611ebbd76ac1f6bf848b6,"Which film has the director who died first, The Mysterious Miss X or For Them Th",The Mysterious Miss X,florence la badie,0.0,G1_confabulation,False,True,True
2wiki_6ce7c6c00bdb11eba7f7acde48001122,When did Guglielma Pallavicini's mother die?,1323,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_60acf35c0bdc11eba7f7acde48001122,Who is the spouse of the director of film Zabak?,Fearless Nadia,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_7b416fb00bda11eba7f7acde48001122,Where was the director of film Le Glaive Et La Balance born?,Carcassonne,jean françois richet,0.0,S2_selection_chunk_miss,False,True,False
2wiki_61d1f6900bde11eba7f7acde48001122,"What is the date of death of Conan Ii, Duke Of Brittany's mother?",1080,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_2252d6700bdd11eba7f7acde48001122,What is the place of birth of Mirza Farkhunda Shah's father?,Delhi,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_0f3be7e20bde11eba7f7acde48001122,"Where did Ulrich Ii, Count Of East Frisia's father die?",Leerort,aurich,0.0,S2_selection_chunk_miss,True,True,False
2wiki_94f71e2c0bdb11eba7f7acde48001122,Where was the director of film The Innocents (2016 Film) born?,Luxembourger,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_bccc1f0a088f11ebbd72ac1f6bf848b6,"Which film has the director who was born first, Alan Poza or Đuka Begović?",Đuka Begović,đuka begović,1.0,SUCCESS,False,True,False
2wiki_480b4ea508ba11ebbd88ac1f6bf848b6,"Which film has the director who is older than the other, Excursion Train or Bad ",Excursion Train,john sturges,0.0,G1_confabulation,False,True,True
2wiki_91e901b80baf11ebab90acde48001122,Who is Pan Shu's father-in-law?,Sun Jian,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_4e0ffb82097111ebbdb0ac1f6bf848b6,"Which film has more directors, The Crude Oasis or The Siege Of Sidney Street?",The Siege Of Sidney Street,crude oasis,0.0,G1_confabulation,True,True,True
2wiki_4c2b86d00bde11eba7f7acde48001122,Where did the director of film Shelley (Film) study?,National Film School of Denmark,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_52376a780bdc11eba7f7acde48001122,Who is the father of the director of film My 20Th Century?,György Enyedi,don meredith,0.0,G1_confabulation,False,True,True
2wiki_b0ea97ee0bdb11eba7f7acde48001122,What nationality is Penny Lancaster's husband?,British,english,0.0,G1_confabulation,False,True,True
2wiki_40d95f07089011ebbd72ac1f6bf848b6,Does Devorah Rose have the same nationality as Jay Hambidge?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_ebaa877808b511ebbd88ac1f6bf848b6,"Which film has the director born earlier, The King Of England Will Not Pay or Ou",The King Of England Will Not Pay,ernest b schoedsack,0.0,G1_confabulation,False,True,True
2wiki_5ead80ee0baf11ebab90acde48001122,Who is Asma Al-Assad's father-in-law?,Hafez al-Assad,anisa makhlouf,0.0,G1_confabulation,True,True,True
2wiki_8d20ec6e08cf11ebbd95ac1f6bf848b6,"Which film has the director born later, Nero And The Burning Of Rome or Mystery ",Mystery Junction,nero and burning of rome,0.0,G1_confabulation,False,True,True
2wiki_025318340bde11eba7f7acde48001122,Where does the director of film Reel Bad Arabs work at?,University of Massachusetts Amherst,media education foundation,0.0,S2_selection_chunk_miss,False,True,False
2wiki_72905066086f11ebbd62ac1f6bf848b6,"Who was born earlier, Seth Andrews or Seo Bong-Soo?",Seo Bong-Soo,seo bong soo,1.0,SUCCESS,True,True,True
2wiki_a08ecb7c093c11ebbdaeac1f6bf848b6,"Did the movies Piccolo Grande Amore and One Day More (Film), originate from the ",yes,yes,1.0,SUCCESS,True,True,False
2wiki_d3c6d69e085511ebbd59ac1f6bf848b6,"Which film was released earlier, The Singing Revolution or Mon Premier Amour?",Mon Premier Amour,mon premier amour,1.0,SUCCESS,True,True,True
2wiki_5ac1f04908d311ebbd96ac1f6bf848b6,Are both Laubusbach and Hudau located in the same country?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_a2e29a8e0bdb11eba7f7acde48001122,Where did Aphareus (Writer)'s father die?,Elis,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1dd33f080bde11eba7f7acde48001122,Where was the father of Johann Nicolaus Bach born?,Arnstadt,eisenach,0.0,G1_confabulation,True,True,True
2wiki_6aada36a0baf11ebab90acde48001122,Who is Mohammed Bin Khalifa Bin Zayed Al Nahyan's paternal grandfather?,Zayed bin Sultan Al Nahyan,abu dhabi ruler zayed bin khalifa al nahyan,0.615,SUCCESS,True,True,True
2wiki_13e2f86c0bde11eba7f7acde48001122,"Where was the father of Adalbert Ii, Margrave Of Tuscany born?",Italy,i don t know,0.0,G3_abstention,True,True,True
2wiki_c8e6870c088111ebbd6dac1f6bf848b6,"Which film has the director died later, Christine Of The Big Tops or Autumn Sona",Autumn Sonata,christine of big tops,0.0,G1_confabulation,False,True,True
2wiki_fdc32c6608a211ebbd7bac1f6bf848b6,"Who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,bogdan țăruș,1.0,SUCCESS,True,True,True
2wiki_a6fe03fa0baf11ebab90acde48001122,"Who is the paternal grandmother of Jocelyn Sidney, 7Th Earl Of Leicester?",Lady Catherine Cecil,i don t know,0.0,G3_abstention,True,True,True
2wiki_650ee40e0bdd11eba7f7acde48001122,Where did Alma Francis's husband die?,"Victorville, California",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_32b37f0a0bde11eba7f7acde48001122,Where did Duke Siegfried August In Bavaria's father die?,Feldafing,feldafing,1.0,SUCCESS,True,True,True
2wiki_f2bab91e088011ebbd6dac1f6bf848b6,"Which film has the director who is older than the other, Shaft'S Big Score! or T",Shaft'S Big Score!,i don t know,0.0,G3_abstention,False,True,True
2wiki_79a93fda0bd911eba7f7acde48001122,Where was the father of Marie Eleonore Of Cleves born?,Düsseldorf,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_853ce3e308eb11ebbda7ac1f6bf848b6,"Who lived longer, James A. Ryder or Arthur Kellam Tylee?",Arthur Kellam Tylee,arthur kellam tylee,1.0,SUCCESS,True,True,True
2wiki_44031d3c086f11ebbd62ac1f6bf848b6,"Are the bands Attitude Adjustment and Blue (English Group), from the same countr",no,no,1.0,SUCCESS,True,True,True
2wiki_dab94c6c0bdd11eba7f7acde48001122,Where did Michele Mari's father study?,Brera Academy,brera academy in milan,0.667,SUCCESS,True,True,True
2wiki_afa00642089f11ebbd78ac1f6bf848b6,"Which museum was founded first, Cullman County Museum or Museu Da Inconfidência?",Museu Da Inconfidência,museu da inconfidência,1.0,SUCCESS,True,True,True
2wiki_8088438a0bdb11eba7f7acde48001122,Where was the father of Muhammad Al-Nasir born?,Morocco,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_55b34fb908fb11ebbdacac1f6bf848b6,"Which film came out earlier, The King Of Masks or Die Pratermizzi?",Die Pratermizzi,die pratermizzi,1.0,SUCCESS,True,True,True
2wiki_64dd1f8408d411ebbd96ac1f6bf848b6,"Which film has the director born later, Ghutan or Shunko?",Ghutan,ghutan,1.0,SUCCESS,False,True,True
2wiki_d04c5c92084f11ebbd56ac1f6bf848b6,"Which film whose director is younger, Köpekler Adası or Twisted Mistress?",Köpekler Adası,halit refiğ,0.0,S2_selection_chunk_miss,False,True,False
2wiki_6aec51520bda11eba7f7acde48001122,What is the place of birth of the performer of song Really Love?,Richmond,memphis tennessee,0.0,S2_selection_chunk_miss,False,True,False
2wiki_cf06000e094611ebbdaeac1f6bf848b6,"Which film came out earlier, Out Of The Rain or Les Résultats Du Féminisme?",Les Résultats Du Féminisme,les résultats du féminisme,1.0,SUCCESS,True,True,True
2wiki_1dc6c4e60bdc11eba7f7acde48001122,"What is the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mot","November 3, 1867",5 september 1896,0.0,G1_confabulation,False,True,True
2wiki_0b2e9a180bda11eba7f7acde48001122,What is the date of death of Parimala Nagappa's husband?,8 December 2002,8 december 2002,1.0,SUCCESS,True,True,True
2wiki_1bd902ae0bda11eba7f7acde48001122,Which award the director of film Ang Dalubhasa won?,National Artist of the Philippines,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1e11803208ce11ebbd94ac1f6bf848b6,"Did the movies Prairie Fever and The Captain (2017 Film), originate from the sam",no,no,1.0,SUCCESS,True,True,True
2wiki_cb889686089411ebbd75ac1f6bf848b6,"Who was born later, Anke Fuchs or Anders Lundqvist?",Anders Lundqvist,anke fuchs,0.0,G1_confabulation,True,True,True
2wiki_c54c75a208db11ebbd9cac1f6bf848b6,Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_c3bddf240baf11ebab90acde48001122,Who is Li Zhong's paternal grandmother?,Empress Zhangsun,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_f1fe69c7085d11ebbd5cac1f6bf848b6,"Who was born first, Laquinton Ross or Edo De Waart?",Edo De Waart,edo de waart,1.0,SUCCESS,True,True,True
2wiki_65678df20bb011ebab90acde48001122,Who is Chey Chettha Iii's paternal grandfather?,Outey,i don t know,0.0,G3_abstention,False,True,True
2wiki_09e3f8ac0bde11eba7f7acde48001122,What is the place of birth of the director of film Ninamaninja Kalpadukal?,Methala,methala near perumbavoor in kerala,0.333,G2_reasoning_error,True,True,True
2wiki_a5a591200bdd11eba7f7acde48001122,Where did Ștefan I. Nenițescu's father study?,Leipzig University,i don t know,0.0,G3_abstention,True,True,True
2wiki_8fd3ff820bdb11eba7f7acde48001122,Where did the director of film The Loves Of Madame Dubarry die?,West Sussex,i don t know,0.0,G3_abstention,False,True,True
2wiki_21cf4db00bdc11eba7f7acde48001122,What is the place of birth of John Tzelepes Komnenos's father?,Constantinople,i don t know,0.0,G3_abstention,True,True,True
2wiki_137ae8ec087a11ebbd67ac1f6bf848b6,"Which film has the director who died first, The Secret Of Mayerling or Brand Of ",Brand Of The Devil,paul bern,0.0,G1_confabulation,False,True,True
2wiki_85e714f608fb11ebbdacac1f6bf848b6,Who was born first out of Preston Delano and Espen Harald Bjerke?,Preston Delano,espen harald bjerke,0.0,G1_confabulation,True,True,True
2wiki_e762a1ef08d011ebbd95ac1f6bf848b6,Do both directors of films Diagnosis: Death and The Unbelievable Truth (Film) sh,no,no,1.0,SUCCESS,False,True,False
2wiki_43bd8712089811ebbd77ac1f6bf848b6,"Which film whose director was born first, The Last Exploits Of The Olsen Gang or",The Last Exploits Of The Olsen Gang,erik balling,0.0,G1_confabulation,False,True,True
2wiki_6b6a5a7f092e11ebbdaeac1f6bf848b6,"Which film came out earlier, La Marca De Satanás or Sofia'S Last Ambulance?",La Marca De Satanás,la marca de satanás,1.0,SUCCESS,True,True,True
2wiki_757e321e094d11ebbdaeac1f6bf848b6,"Which album came out first, All The Women I Am or Fuse Of Love?",Fuse Of Love,all women i am,0.0,G1_confabulation,True,True,True
2wiki_1d1afab20bdc11eba7f7acde48001122,Where was the place of death of John Sobieslaw Of Moravia's mother?,Brno,i don t know,0.0,G3_abstention,True,True,True
2wiki_f7c50723096611ebbdafac1f6bf848b6,"Which film was released earlier, The Star Of Valencia or The Commuters?",The Commuters,commuters,1.0,SUCCESS,True,True,True
2wiki_eb30f33c086611ebbd5eac1f6bf848b6,Were Ann Fox Chandonnet and A. E. Barit from the same country?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_eee7b87b09a211ebbdb0ac1f6bf848b6,"Which song came out first, I Left My Heart In San Francisco or Get To Steppin?",I Left My Heart In San Francisco,i left my heart in san francisco,1.0,SUCCESS,True,True,True
2wiki_026b56060bde11eba7f7acde48001122,Where did the director of film Border (2018 Film) graduate from?,National Film School of Denmark,national film school of denmark,1.0,SUCCESS,True,True,True
2wiki_227adf2c086c11ebbd60ac1f6bf848b6,"Which film has the director born earlier, Beauties At War or Beyond Forty?",Beyond Forty,curtis bernhardt,0.0,G1_confabulation,False,True,True
2wiki_4800bb8a0bb011ebab90acde48001122,Who is Konrad Iii Rudy's paternal grandmother?,Anna Feodorovna,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_144eb98308da11ebbd9cac1f6bf848b6,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior",Wolf Warrior,wu jing,0.0,G1_confabulation,False,True,True
2wiki_6b3de52e0bdc11eba7f7acde48001122,Where was the place of death of Duchess Maria Dorothea Of Württemberg's father?,Kirchheim unter Teck,kirchheim unter teck,1.0,SUCCESS,True,True,True
2wiki_1b6d38ef08fb11ebbdacac1f6bf848b6,"Which magazine was founded first, Ancestry Magazine or Flak Magazine?",Ancestry Magazine,ancestry magazine,1.0,SUCCESS,True,True,True
2wiki_074763cc0bde11eba7f7acde48001122,Where was the place of death of Vipsania Marcella's husband?,Teutoburg Forest,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_20562e27089f11ebbd78ac1f6bf848b6,"Which film whose director was born first, The Stolen Ranch or The Father Of The ",The Father Of The Girl,raoul walsh,0.0,G1_confabulation,False,True,True
2wiki_a6d861000bdb11eba7f7acde48001122,Which country Tivala's father is from?,Maurya dynasty,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_519cf6dc0baf11ebab90acde48001122,Who is Gisela Of Hungary's mother-in-law?,Sarolt,i don t know,0.0,G3_abstention,True,True,True
2wiki_3717fcf80bdc11eba7f7acde48001122,What is the place of birth of the director of film Alien From L.A.?,Hawaii,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_c943ad6c084d11ebbd56ac1f6bf848b6,Are both Iceman (2017 Film) and The Bread Peddler (1963 Film) from the same coun,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_75a4468108ca11ebbd92ac1f6bf848b6,"Who was born later, John Milton Mackie or Marion Gray?",Marion Gray,marion gray,1.0,SUCCESS,True,True,True
2wiki_21852d1e0bde11eba7f7acde48001122,Who is the spouse of the director of film Fire-Eater (Film)?,Pirkko Saisio,i don t know,0.0,S2_selection_chunk_miss,False,True,False
